user_id,fold_idx,combination_idx,train_positive_gt_ratio,val_positive_gt_ratio,train_positive_pred_ratio,val_positive_pred_ratio,train_true_positive_ratio,val_true_positive_ratio,train_false_positive_ratio,val_false_positive_ratio,train_true_negative_ratio,val_true_negative_ratio,train_false_negative_ratio,val_false_negative_ratio,train_accuracy,val_accuracy,train_recall,val_recall,train_specificity,val_specificity,train_balanced_accuracy,val_balanced_accuracy,train_precision,val_precision,train_cel,val_cel,train_cel_pos,val_cel_pos,train_cel_neg,val_cel_neg,train_auroc_classification,val_auroc_classification,train_ndcg,val_ndcg,train_mrr,val_mrr,train_hit_rate_at_1,val_hit_rate_at_1,train_info_nce,val_info_nce,train_confidence_all,val_confidence_all,train_confidence_tp,val_confidence_tp,train_confidence_fp,val_confidence_fp,train_confidence_tn,val_confidence_tn,train_confidence_fn,val_confidence_fn,train_positive_gt_above_threshold,val_positive_gt_above_threshold,train_samples_above_threshold,val_samples_above_threshold,train_specificity_samples,val_specificity_samples,train_precision_samples,val_precision_samples,train_confidence_all_samples,val_confidence_all_samples,train_confidence_top_1_samples,val_confidence_top_1_samples,train_ndcg_samples,val_ndcg_samples,train_ndcg_all,val_ndcg_all,train_mrr_samples,val_mrr_samples,train_mrr_all,val_mrr_all,train_hit_rate_at_1_samples,val_hit_rate_at_1_samples,train_hit_rate_at_1_all,val_hit_rate_at_1_all,train_info_nce_samples,val_info_nce_samples,train_info_nce_all,val_info_nce_all
36,0,0,0.6753246753246753,0.6666666666666666,0.5584415584415584,0.38461538461538464,0.461038961038961,0.3333333333333333,0.09740259740259741,0.05128205128205128,0.22727272727272727,0.28205128205128205,0.21428571428571427,0.3333333333333333,0.6883116883116883,0.6153846153846154,0.6826923076923077,0.5,0.7,0.8461538461538461,0.6913461538461538,0.6730769230769231,0.8255813953488372,0.8666666666666667,0.6074208098507297,1.3095421174613737,0.6263641981971871,1.7845896550949605,0.5680185620900982,0.35944704219419954,0.770576923076923,0.6449704142011834,0.9407020822115424,0.7763183629226714,0.9198717948717948,0.7025641025641025,0.8461538461538461,0.5384615384615384,0.43209627937547157,1.4612564233774623,0.525701472021555,0.34926837017823975,0.7766653734615576,0.7340073374383158,0.7269601069405681,0.7005076298739044,0.15825556311711994,0.13722010223822945,0.2839829958285198,0.08991805122191626,0.9903846153846154,0.7307692307692307,0.11,0.11,1.0,1.0,1.0,1.0,0.020845638346827268,0.020845638346827268,0.2161857705416271,0.2161857705416271,0.9410308602232461,0.6890298421673564,0.9187462498477448,0.6724899543275615,0.9222140039447732,0.6133212836252436,0.8932463369963369,0.5938554376029992,0.875,0.5384615384615384,0.8461538461538461,0.5384615384615384,0.9928947979813437,2.3027459954025464,1.113275615502676,2.4575136795020183
36,1,0,0.6753246753246753,0.6666666666666666,0.5064935064935064,0.5384615384615384,0.43506493506493504,0.38461538461538464,0.07142857142857142,0.15384615384615385,0.2532467532467532,0.1794871794871795,0.24025974025974026,0.28205128205128205,0.6883116883116883,0.5641025641025641,0.6442307692307693,0.5769230769230769,0.78,0.5384615384615384,0.7121153846153847,0.5576923076923077,0.8589743589743589,0.7142857142857143,0.6331388533260973,1.0413339030044553,0.7107209866640954,1.1049638893126557,0.4717680159830614,0.9140739303880547,0.788076923076923,0.6124260355029585,0.6444588366758253,0.675446396601725,0.5256410256410255,0.5673076923076923,0.27884615384615385,0.34615384615384615,1.8773993668145617,2.288277055834861,0.49220624203828733,0.5105380915737125,0.7727935383437871,0.8224626949284154,0.7118162911943731,0.8019825203557004,0.16427720776440205,0.12603276505954836,0.26448118645710095,0.1709018790815925,0.9903846153846154,0.8846153846153846,0.14,0.14,1.0,1.0,1.0,1.0,0.025844318631539416,0.025844318631539416,0.27490026418284313,0.27490026418284313,0.8941708650538652,0.7886852247720509,0.6159026833617053,0.6088518681566633,0.8622752247752248,0.734857102898601,0.4936082347140039,0.49753961059067997,0.8076923076923077,0.6923076923076923,0.27884615384615385,0.34615384615384615,1.244788403284341,1.664669489666288,2.1302353294080336,2.534004657735351
36,2,0,0.6753246753246753,0.6666666666666666,0.5,0.48717948717948717,0.42857142857142855,0.28205128205128205,0.07142857142857142,0.20512820512820512,0.2532467532467532,0.1282051282051282,0.24675324675324675,0.38461538461538464,0.6818181818181818,0.41025641025641024,0.6346153846153846,0.4230769230769231,0.78,0.38461538461538464,0.7073076923076923,0.40384615384615385,0.8571428571428571,0.5789473684210527,0.5695169908773239,1.6134675327545953,0.6477048600831464,1.8139194880882086,0.406886222929213,1.2125636220873692,0.8192307692307693,0.3875739644970414,0.5872189838105699,0.5263401945934622,0.4455128205128205,0.36923076923076914,0.028846153846153848,0.0,2.724991130413176,4.312246283227005,0.5014573638558658,0.46159938037934195,0.8022711233131306,0.7736715623079345,0.6625091553111909,0.7766779930947869,0.15322770228249957,0.1733763876018147,0.2897647052025297,0.1607788511093125,0.9903846153846154,0.7692307692307693,0.08,0.08,1.0,1.0,1.0,1.0,0.01765475896713214,0.01765475896713214,0.14838785336556876,0.14838785336556876,0.970039627189847,0.7728433101503405,0.5818513813225706,0.4671471554654907,0.9607905982905982,0.7237083060054663,0.43980082417582417,0.3155571742665219,0.9423076923076923,0.6923076923076923,0.028846153846153848,0.0,0.9202677581358342,2.2018509115021265,2.7879181991389,4.379659314646107
36,3,0,0.6709677419354839,0.6842105263157895,0.5225806451612903,0.39473684210526316,0.432258064516129,0.3157894736842105,0.09032258064516129,0.07894736842105263,0.23870967741935484,0.23684210526315788,0.23870967741935484,0.3684210526315789,0.6709677419354839,0.5526315789473685,0.6442307692307693,0.46153846153846156,0.7254901960784313,0.75,0.6848604826546003,0.6057692307692308,0.8271604938271605,0.8,0.6267440833482761,1.0554374939615478,0.6893302600480448,1.358206954010988,0.4991173700781598,0.3994369971877614,0.7756410256410257,0.6602564102564102,0.8922834380084989,0.8171493749090118,0.8552884615384614,0.757051282051282,0.7403846153846154,0.6153846153846154,0.6577436069113387,1.3158420805182744,0.49902351030723824,0.4034161684775657,0.7677256804964129,0.7295328282560917,0.7211816583338857,0.6093355227695624,0.1469469832763264,0.17551152338751325,0.2804714028773997,0.22627215601986336,0.9903846153846154,0.8846153846153846,0.13,0.13,1.0,1.0,1.0,1.0,0.022656292573903652,0.022656292573903652,0.21344859215313192,0.21344859215313192,0.9279909158870712,0.8035823383941226,0.8711649432719428,0.7593619902325301,0.9058403219587431,0.7550824852654122,0.8306165381932645,0.6978397469523542,0.8653846153846154,0.6923076923076923,0.7403846153846154,0.6153846153846154,1.1286255142769042,1.9149054173548872,1.3164275532107508,2.139343385500734
36,4,0,0.6709677419354839,0.6842105263157895,0.5483870967741935,0.42105263157894735,0.45806451612903226,0.34210526315789475,0.09032258064516129,0.07894736842105263,0.23870967741935484,0.23684210526315788,0.2129032258064516,0.34210526315789475,0.6967741935483871,0.5789473684210527,0.6826923076923077,0.5,0.7254901960784313,0.75,0.7040912518853695,0.625,0.8352941176470589,0.8125,0.6008827021799699,1.449012294568564,0.6261250261577707,1.938813677683392,0.549408159166415,0.38777596448643603,0.7760180995475112,0.6282051282051282,0.6800168834836039,0.6456199748167619,0.5705128205128205,0.5307692307692308,0.25961538461538464,0.3076923076923077,1.5692109085303136,3.0682386228327436,0.5218751327200815,0.3945639109798233,0.7762367514613204,0.8196656402392628,0.7490414794874652,0.6507498417696043,0.15619415824689725,0.12065083209958392,0.2882445954514904,0.0999744830705999,0.9903846153846154,0.6153846153846154,0.04,0.04,1.0,1.0,1.0,1.0,0.013389436423110997,0.013389436423110997,0.09591929866097608,0.09591929866097608,0.9780643968587183,0.703913109511875,0.6758144294937964,0.5681876104353523,0.971474358974359,0.6397620221125221,0.5660370879120878,0.4599905046913471,0.9615384615384616,0.6153846153846154,0.25961538461538464,0.3076923076923077,0.7608275401566689,2.1232719350719176,1.7205895061204506,3.231212395905664
46,0,0,0.6638655462184874,0.6666666666666666,0.7899159663865546,0.6666666666666666,0.6470588235294118,0.6,0.14285714285714285,0.06666666666666667,0.19327731092436976,0.26666666666666666,0.01680672268907563,0.06666666666666667,0.8403361344537815,0.8666666666666667,0.9746835443037974,0.9,0.575,0.8,0.7748417721518988,0.8500000000000001,0.8191489361702128,0.9,0.40413414995366675,0.4493688781556688,0.22324807418254788,0.38876690118302304,0.7613841496016265,0.5705728321009603,0.8465189873417722,0.86,0.9906564494575053,0.9565464876785729,0.9873417721518988,0.9416666666666668,0.9746835443037974,0.9,0.26471428741934794,0.4422764515508148,0.6713699905661558,0.6044797306209554,0.8275145507521882,0.8226731294547247,0.7547280795992056,0.8099121677954708,0.11372569396833536,0.16940672339730103,0.36417007749791663,0.17559873283713548,1.0,1.0,0.03,0.03,1.0,1.0,1.0,1.0,0.004993848077444932,0.004993848077444932,0.16997887250350588,0.16997887250350588,1.0,0.9715338279036697,0.9906564494575053,0.949356847033974,1.0,0.9625,0.9873417721518988,0.9333333333333332,1.0,0.95,0.9746835443037974,0.9,0.13460426349037313,0.2660062530339652,0.353692910441896,0.5520582168468814
46,1,0,0.6638655462184874,0.6666666666666666,0.7563025210084033,0.5666666666666667,0.6302521008403361,0.43333333333333335,0.12605042016806722,0.13333333333333333,0.21008403361344538,0.2,0.03361344537815126,0.23333333333333334,0.8403361344537815,0.6333333333333333,0.9493670886075949,0.65,0.625,0.6,0.7871835443037974,0.625,0.8333333333333334,0.7647058823529411,0.37809211545784804,0.7420659375936144,0.20828447928897717,0.7012720448032117,0.7134621968913679,0.8236537231744204,0.8743670886075949,0.695,0.8037854386076104,0.7035578521428745,0.7341772151898734,0.6,0.46835443037974683,0.25,0.9456578445464714,1.8837820991836154,0.6748027405725625,0.5452941423956933,0.8525940979099476,0.8276481694419999,0.7398654381731777,0.8149478907833111,0.14362190991708867,0.09294641646818957,0.417109866090996,0.25456114388320344,1.0,0.95,0.02,0.02,1.0,1.0,1.0,1.0,0.0028512094131004466,0.0028512094131004466,0.08845245552992699,0.08845245552992699,1.0,0.975,0.8037854386076104,0.6979004925046015,1.0,0.9666666666666666,0.7341772151898734,0.5933333333333334,1.0,0.95,0.46835443037974683,0.25,0.07295598414379337,0.34618709482684296,0.9634094002170239,1.9073846208542917
46,2,0,0.6638655462184874,0.6666666666666666,0.773109243697479,0.7,0.6554621848739496,0.4666666666666667,0.11764705882352941,0.23333333333333334,0.2184873949579832,0.1,0.008403361344537815,0.2,0.8739495798319328,0.5666666666666667,0.9873417721518988,0.7,0.65,0.3,0.8186708860759494,0.5,0.8478260869565217,0.6666666666666666,0.35490352025563465,1.088744605415194,0.18619440228698564,0.7706224337060947,0.6881040282437163,1.7249889488333927,0.8825949367088608,0.525,0.5631350040235151,0.5685709273335515,0.4156118143459916,0.42666666666666664,0.06329113924050633,0.15,2.346311103277334,3.341003285885698,0.6718856636359279,0.6502990832896381,0.8470638889319455,0.8692789929920866,0.7522457626536643,0.8594610378655619,0.11225100266268187,0.09499787956989819,0.43344388960261454,0.17297428217188462,1.0,0.95,0.03,0.03,1.0,1.0,1.0,1.0,0.0038151441298578657,0.0038151441298578657,0.11871989488091844,0.11871989488091844,1.0,0.9666666666666666,0.5631350040235151,0.5631754342543809,1.0,0.9571428571428571,0.4156118143459916,0.4212121212121212,1.0,0.95,0.06329113924050633,0.15,0.08424127856341135,0.5080218575270451,2.3512553524656172,3.345987123197086
46,3,0,0.6638655462184874,0.6666666666666666,0.7815126050420168,0.6666666666666666,0.6470588235294118,0.5333333333333333,0.13445378151260504,0.13333333333333333,0.20168067226890757,0.2,0.01680672268907563,0.13333333333333333,0.8487394957983193,0.7333333333333333,0.9746835443037974,0.8,0.6,0.6,0.7873417721518987,0.7,0.8279569892473119,0.8,0.38275657731191864,0.7376289206312902,0.21074306020543934,0.6965839369341651,0.7224832735972153,0.8197188880255404,0.8667721518987341,0.715,0.6683039557414368,0.6425399555403202,0.5506329113924051,0.5183333333333333,0.10126582278481013,0.1,1.8022092033935764,2.7738981620110312,0.674083885929557,0.5586575146350587,0.8393331528991065,0.7809915033545459,0.7528665150456579,0.7833392352589618,0.11723598136800721,0.08607821793166781,0.36390092941169316,0.15350878418829358,1.0,0.95,0.02,0.02,1.0,1.0,1.0,1.0,0.0034071802841997216,0.0034071802841997216,0.095803939254896,0.095803939254896,1.0,0.9715338279036697,0.6683039557414368,0.6389705590178796,1.0,0.9625,0.5506329113924051,0.5145833333333333,1.0,0.95,0.10126582278481013,0.1,0.08730928109062146,0.41022307081838755,1.8109265798247884,2.783449276608947
46,4,0,0.6666666666666666,0.6551724137931034,0.75,0.6551724137931034,0.6333333333333333,0.5172413793103449,0.11666666666666667,0.13793103448275862,0.21666666666666667,0.20689655172413793,0.03333333333333333,0.13793103448275862,0.85,0.7241379310344828,0.95,0.7894736842105263,0.65,0.6,0.8,0.6947368421052631,0.8444444444444444,0.7894736842105263,0.38609188754093743,0.7003869557276395,0.21642928168215275,0.6101373127666557,0.7254170992585067,0.8718612773535088,0.854375,0.7421052631578948,0.7860056822321508,0.7307932700227693,0.7125,0.6403508771929826,0.5,0.42105263157894735,1.0602020681140023,1.6089243119703582,0.6695603089983199,0.6178096691708043,0.8419182829314549,0.8618270616100588,0.7945775222574977,0.8367922964336965,0.13435005868177077,0.17382134824741793,0.43606518491919843,0.14974430164578648,1.0,0.9473684210526315,0.02,0.02,1.0,1.0,1.0,1.0,0.003501817660836774,0.003501817660836774,0.1057923436512797,0.1057923436512797,1.0,0.9437198188459681,0.7860056822321508,0.7217505018277466,1.0,0.9254385964912281,0.7125,0.630325814536341,1.0,0.8947368421052632,0.5,0.42105263157894735,0.09169982617921639,0.37210890096220267,1.0819974940421213,1.6313693582487991
